m=,50
n=,50
dx=,504.7113187538087,m
dy=,310.1360176192224,m
k,i,j,center_x_WebMercator,center_y_WebMercator,center_x_WGS84,center_y_WGS84
587,12,37,-9550669.862642277,4609735.0775801325,-85.79512711191248,38.21423981140023
588,12,38,-9550669.862642277,4609424.941562513,-85.79512711191248,38.212050810024635
589,12,39,-9550669.862642277,4609114.805544894,-85.79512711191248,38.20986174280714
590,12,40,-9550669.862642277,4608804.669527275,-85.79512711191248,38.207672609748954
591,12,41,-9550669.862642277,4608494.533509656,-85.79512711191248,38.2054834108513
592,12,42,-9550669.862642277,4608184.397492036,-85.79512711191248,38.2032941461154
593,12,43,-9550669.862642277,4607874.261474417,-85.79512711191248,38.20110481554245
594,12,44,-9550669.862642277,4607564.125456798,-85.79512711191248,38.198915419133684
595,12,45,-9550669.862642277,4607253.989439178,-85.79512711191248,38.19672595689031
596,12,46,-9550669.862642277,4606943.85342156,-85.79512711191248,38.194536428813564
597,12,47,-9550669.862642277,4606633.71740394,-85.79512711191248,38.19234683490464
598,12,48,-9550669.862642277,4606323.581386321,-85.79512711191248,38.19015717516478
599,12,49,-9550669.862642277,4606013.445368702,-85.79512711191248,38.18796744959518
600,12,50,-9550669.862642277,4605703.309351083,-85.79512711191248,38.18577765819707
601,13,1,-9550165.151323523,4620899.974214424,-85.79059321299543,38.29300000000001
602,13,2,-9550165.151323523,4620589.838196805,-85.79059321299543,38.290813369738544
603,13,3,-9550165.151323523,4620279.702179186,-85.79059321299543,38.288626673591715
604,13,4,-9550165.151323523,4619969.566161566,-85.79059321299543,38.28643991156072
605,13,5,-9550165.151323523,4619659.430143948,-85.79059321299543,38.28425308364677
606,13,6,-9550165.151323523,4619349.294126328,-85.79059321299543,38.28206618985104
607,13,7,-9550165.151323523,4619039.158108709,-85.79059321299543,38.27987923017476
608,13,8,-9550165.151323523,4618729.02209109,-85.79059321299543,38.2776922046191
609,13,9,-9550165.151323523,4618418.886073471,-85.79059321299543,38.275505113185304
610,13,10,-9550165.151323523,4618108.750055851,-85.79059321299543,38.273317955874546
611,13,11,-9550165.151323523,4617798.614038232,-85.79059321299543,38.27113073268803
612,13,12,-9550165.151323523,4617488.478020613,-85.79059321299543,38.26894344362697
613,13,13,-9550165.151323523,4617178.342002993,-85.79059321299543,38.26675608869256
614,13,14,-9550165.151323523,4616868.205985375,-85.79059321299543,38.26456866788602
615,13,15,-9550165.151323523,4616558.069967755,-85.79059321299543,38.262381181208525
616,13,16,-9550165.151323523,4616247.933950136,-85.79059321299543,38.26019362866132
617,13,17,-9550165.151323523,4615937.797932517,-85.79059321299543,38.258006010245566
618,13,18,-9550165.151323523,4615627.661914897,-85.79059321299543,38.2558183259625
619,13,19,-9550165.151323523,4615317.525897278,-85.79059321299543,38.253630575813325
620,13,20,-9550165.151323523,4615007.389879659,-85.79059321299543,38.25144275979923
621,13,21,-9550165.151323523,4614697.25386204,-85.79059321299543,38.24925487792145
622,13,22,-9550165.151323523,4614387.1178444205,-85.79059321299543,38.24706693018117
623,13,23,-9550165.151323523,4614076.981826802,-85.79059321299543,38.2448789165796
624,13,24,-9550165.151323523,4613766.845809182,-85.79059321299543,38.24269083711796
625,13,25,-9550165.151323523,4613456.709791563,-85.79059321299543,38.24050269179746
626,13,26,-9550165.151323523,4613146.573773944,-85.79059321299543,38.23831448061929
627,13,27,-9550165.151323523,4612836.437756324,-85.79059321299543,38.23612620358467
628,13,28,-9550165.151323523,4612526.3017387055,-85.79059321299543,38.233937860694816
629,13,29,-9550165.151323523,4612216.165721086,-85.79059321299543,38.23174945195093
630,13,30,-9550165.151323523,4611906.029703467,-85.79059321299543,38.22956097735423
631,13,31,-9550165.151323523,4611595.8936858475,-85.79059321299543,38.22737243690592
632,13,32,-9550165.151323523,4611285.757668229,-85.79059321299543,38.22518383060722
633,13,33,-9550165.151323523,4610975.621650609,-85.79059321299543,38.222995158459334
634,13,34,-9550165.151323523,4610665.4856329905,-85.79059321299543,38.22080642046348
635,13,35,-9550165.151323523,4610355.349615371,-85.79059321299543,38.21861761662087
636,13,36,-9550165.151323523,4610045.213597751,-85.79059321299543,38.21642874693271
637,13,37,-9550165.151323523,4609735.0775801325,-85.79059321299543,38.21423981140023
638,13,38,-9550165.151323523,4609424.941562513,-85.79059321299543,38.212050810024635
639,13,39,-9550165.151323523,4609114.805544894,-85.79059321299543,38.20986174280714
640,13,40,-9550165.151323523,4608804.669527275,-85.79059321299543,38.207672609748954
641,13,41,-9550165.151323523,4608494.533509656,-85.79059321299543,38.2054834108513
642,13,42,-9550165.151323523,4608184.397492036,-85.79059321299543,38.2032941461154
643,13,43,-9550165.151323523,4607874.261474417,-85.79059321299543,38.20110481554245
644,13,44,-9550165.151323523,4607564.125456798,-85.79059321299543,38.198915419133684
645,13,45,-9550165.151323523,4607253.989439178,-85.79059321299543,38.19672595689031
646,13,46,-9550165.151323523,4606943.85342156,-85.79059321299543,38.194536428813564
647,13,47,-9550165.151323523,4606633.71740394,-85.79059321299543,38.19234683490464
648,13,48,-9550165.151323523,4606323.581386321,-85.79059321299543,38.19015717516478
649,13,49,-9550165.151323523,4606013.445368702,-85.79059321299543,38.18796744959518
650,13,50,-9550165.151323523,4605703.309351083,-85.79059321299543,38.18577765819707
651,14,1,-9549660.44000477,4620899.974214424,-85.78605931407839,38.29300000000001
652,14,2,-9549660.44000477,4620589.838196805,-85.78605931407839,38.290813369738544
653,14,3,-9549660.44000477,4620279.702179186,-85.78605931407839,38.288626673591715
654,14,4,-9549660.44000477,4619969.566161566,-85.78605931407839,38.28643991156072
655,14,5,-9549660.44000477,4619659.430143948,-85.78605931407839,38.28425308364677
656,14,6,-9549660.44000477,4619349.294126328,-85.78605931407839,38.28206618985104
657,14,7,-9549660.44000477,4619039.158108709,-85.78605931407839,38.27987923017476
658,14,8,-9549660.44000477,4618729.02209109,-85.78605931407839,38.2776922046191
659,14,9,-9549660.44000477,4618418.886073471,-85.78605931407839,38.275505113185304
660,14,10,-9549660.44000477,4618108.750055851,-85.78605931407839,38.273317955874546
661,14,11,-9549660.44000477,4617798.614038232,-85.78605931407839,38.27113073268803
662,14,12,-9549660.44000477,4617488.478020613,-85.78605931407839,38.26894344362697
663,14,13,-9549660.44000477,4617178.342002993,-85.78605931407839,38.26675608869256
664,14,14,-9549660.44000477,4616868.205985375,-85.78605931407839,38.26456866788602
665,14,15,-9549660.44000477,4616558.069967755,-85.78605931407839,38.262381181208525
666,14,16,-9549660.44000477,4616247.933950136,-85.78605931407839,38.26019362866132
667,14,17,-9549660.44000477,4615937.797932517,-85.78605931407839,38.258006010245566
668,14,18,-9549660.44000477,4615627.661914897,-85.78605931407839,38.2558183259625
669,14,19,-9549660.44000477,4615317.525897278,-85.78605931407839,38.253630575813325
670,14,20,-9549660.44000477,4615007.389879659,-85.78605931407839,38.25144275979923
671,14,21,-9549660.44000477,4614697.25386204,-85.78605931407839,38.24925487792145
672,14,22,-9549660.44000477,4614387.1178444205,-85.78605931407839,38.24706693018117
673,14,23,-9549660.44000477,4614076.981826802,-85.78605931407839,38.2448789165796
674,14,24,-9549660.44000477,4613766.845809182,-85.78605931407839,38.24269083711796
675,14,25,-9549660.44000477,4613456.709791563,-85.78605931407839,38.24050269179746
676,14,26,-9549660.44000477,4613146.573773944,-85.78605931407839,38.23831448061929
677,14,27,-9549660.44000477,4612836.437756324,-85.78605931407839,38.23612620358467
678,14,28,-9549660.44000477,4612526.3017387055,-85.78605931407839,38.233937860694816
679,14,29,-9549660.44000477,4612216.165721086,-85.78605931407839,38.23174945195093
680,14,30,-9549660.44000477,4611906.029703467,-85.78605931407839,38.22956097735423
681,14,31,-9549660.44000477,4611595.8936858475,-85.78605931407839,38.22737243690592
682,14,32,-9549660.44000477,4611285.757668229,-85.78605931407839,38.22518383060722
683,14,33,-9549660.44000477,4610975.621650609,-85.78605931407839,38.222995158459334
684,14,34,-9549660.44000477,4610665.4856329905,-85.78605931407839,38.22080642046348
685,14,35,-9549660.44000477,4610355.349615371,-85.78605931407839,38.21861761662087
686,14,36,-9549660.44000477,4610045.213597751,-85.78605931407839,38.21642874693271
687,14,37,-9549660.44000477,4609735.0775801325,-85.78605931407839,38.21423981140023
688,14,38,-9549660.44000477,4609424.941562513,-85.78605931407839,38.212050810024635
689,14,39,-9549660.44000477,4609114.805544894,-85.78605931407839,38.20986174280714
690,14,40,-9549660.44000477,4608804.669527275,-85.78605931407839,38.207672609748954
691,14,41,-9549660.44000477,4608494.533509656,-85.78605931407839,38.2054834108513
692,14,42,-9549660.44000477,4608184.397492036,-85.78605931407839,38.2032941461154
693,14,43,-9549660.44000477,4607874.261474417,-85.78605931407839,38.20110481554245
694,14,44,-9549660.44000477,4607564.125456798,-85.78605931407839,38.198915419133684
695,14,45,-9549660.44000477,4607253.989439178,-85.78605931407839,38.19672595689031
696,14,46,-9549660.44000477,4606943.85342156,-85.78605931407839,38.194536428813564
697,14,47,-9549660.44000477,4606633.71740394,-85.78605931407839,38.19234683490464
698,14,48,-9549660.44000477,4606323.581386321,-85.78605931407839,38.19015717516478
699,14,49,-9549660.44000477,4606013.445368702,-85.78605931407839,38.18796744959518
700,14,50,-9549660.44000477,4605703.309351083,-85.78605931407839,38.18577765819707
701,15,1,-9549155.728686016,4620899.974214424,-85.78152541516134,38.29300000000001
702,15,2,-9549155.728686016,4620589.838196805,-85.78152541516134,38.290813369738544
703,15,3,-9549155.728686016,4620279.702179186,-85.78152541516134,38.288626673591715
704,15,4,-9549155.728686016,4619969.566161566,-85.78152541516134,38.28643991156072
705,15,5,-9549155.728686016,4619659.430143948,-85.78152541516134,38.28425308364677
706,15,6,-9549155.728686016,4619349.294126328,-85.78152541516134,38.28206618985104
707,15,7,-9549155.728686016,4619039.158108709,-85.78152541516134,38.27987923017476
708,15,8,-9549155.728686016,4618729.02209109,-85.78152541516134,38.2776922046191
709,15,9,-9549155.728686016,4618418.886073471,-85.78152541516134,38.275505113185304
710,15,10,-9549155.728686016,4618108.750055851,-85.78152541516134,38.273317955874546
711,15,11,-9549155.728686016,4617798.614038232,-85.78152541516134,38.27113073268803
712,15,12,-9549155.728686016,4617488.478020613,-85.78152541516134,38.26894344362697
713,15,13,-9549155.728686016,4617178.342002993,-85.78152541516134,38.26675608869256
714,15,14,-9549155.728686016,4616868.205985375,-85.78152541516134,38.26456866788602
715,15,15,-9549155.728686016,4616558.069967755,-85.78152541516134,38.262381181208525
716,15,16,-9549155.728686016,4616247.933950136,-85.78152541516134,38.26019362866132
717,15,17,-9549155.728686016,4615937.797932517,-85.78152541516134,38.258006010245566
718,15,18,-9549155.728686016,4615627.661914897,-85.78152541516134,38.2558183259625
719,15,19,-9549155.728686016,4615317.525897278,-85.78152541516134,38.253630575813325
720,15,20,-9549155.728686016,4615007.389879659,-85.78152541516134,38.25144275979923
721,15,21,-9549155.728686016,4614697.25386204,-85.78152541516134,38.24925487792145
722,15,22,-9549155.728686016,4614387.1178444205,-85.78152541516134,38.24706693018117
723,15,23,-9549155.728686016,4614076.981826802,-85.78152541516134,38.2448789165796
724,15,24,-9549155.728686016,4613766.845809182,-85.78152541516134,38.24269083711796
725,15,25,-9549155.728686016,4613456.709791563,-85.78152541516134,38.24050269179746
726,15,26,-9549155.728686016,4613146.573773944,-85.78152541516134,38.23831448061929
727,15,27,-9549155.728686016,4612836.437756324,-85.78152541516134,38.23612620358467
728,15,28,-9549155.728686016,4612526.3017387055,-85.78152541516134,38.233937860694816
729,15,29,-9549155.728686016,4612216.165721086,-85.78152541516134,38.23174945195093
730,15,30,-9549155.728686016,4611906.029703467,-85.78152541516134,38.22956097735423
731,15,31,-9549155.728686016,4611595.8936858475,-85.78152541516134,38.22737243690592
732,15,32,-9549155.728686016,4611285.757668229,-85.78152541516134,38.22518383060722
733,15,33,-9549155.728686016,4610975.621650609,-85.78152541516134,38.222995158459334
734,15,34,-9549155.728686016,4610665.4856329905,-85.78152541516134,38.22080642046348
735,15,35,-9549155.728686016,4610355.349615371,-85.78152541516134,38.21861761662087
736,15,36,-9549155.728686016,4610045.213597751,-85.78152541516134,38.21642874693271
737,15,37,-9549155.728686016,4609735.0775801325,-85.78152541516134,38.21423981140023
738,15,38,-9549155.728686016,4609424.941562513,-85.78152541516134,38.212050810024635
739,15,39,-9549155.728686016,4609114.805544894,-85.78152541516134,38.20986174280714
740,15,40,-9549155.728686016,4608804.669527275,-85.78152541516134,38.207672609748954
741,15,41,-9549155.728686016,4608494.533509656,-85.78152541516134,38.2054834108513
742,15,42,-9549155.728686016,4608184.397492036,-85.78152541516134,38.2032941461154
743,15,43,-9549155.728686016,4607874.261474417,-85.78152541516134,38.20110481554245
744,15,44,-9549155.728686016,4607564.125456798,-85.78152541516134,38.198915419133684
745,15,45,-9549155.728686016,4607253.989439178,-85.78152541516134,38.19672595689031
746,15,46,-9549155.728686016,4606943.85342156,-85.78152541516134,38.194536428813564
747,15,47,-9549155.728686016,4606633.71740394,-85.78152541516134,38.19234683490464
748,15,48,-9549155.728686016,4606323.581386321,-85.78152541516134,38.19015717516478
749,15,49,-9549155.728686016,4606013.445368702,-85.78152541516134,38.18796744959518
750,15,50,-9549155.728686016,4605703.309351083,-85.78152541516134,38.18577765819707
751,16,1,-9548651.017367262,4620899.974214424,-85.7769915162443,38.29300000000001
752,16,2,-9548651.017367262,4620589.838196805,-85.7769915162443,38.290813369738544
753,16,3,-9548651.017367262,4620279.702179186,-85.7769915162443,38.288626673591715
754,16,4,-9548651.017367262,4619969.566161566,-85.7769915162443,38.28643991156072
755,16,5,-9548651.017367262,4619659.430143948,-85.7769915162443,38.28425308364677
756,16,6,-9548651.017367262,4619349.294126328,-85.7769915162443,38.28206618985104
757,16,7,-9548651.017367262,4619039.158108709,-85.7769915162443,38.27987923017476
758,16,8,-9548651.017367262,4618729.02209109,-85.7769915162443,38.2776922046191
759,16,9,-9548651.017367262,4618418.886073471,-85.7769915162443,38.275505113185304
760,16,10,-9548651.017367262,4618108.750055851,-85.7769915162443,38.273317955874546
761,16,11,-9548651.017367262,4617798.614038232,-85.7769915162443,38.27113073268803
762,16,12,-9548651.017367262,4617488.478020613,-85.7769915162443,38.26894344362697
763,16,13,-9548651.017367262,4617178.342002993,-85.7769915162443,38.26675608869256
764,16,14,-9548651.017367262,4616868.205985375,-85.7769915162443,38.26456866788602
765,16,15,-9548651.017367262,4616558.069967755,-85.7769915162443,38.262381181208525
766,16,16,-9548651.017367262,4616247.933950136,-85.7769915162443,38.26019362866132
767,16,17,-9548651.017367262,4615937.797932517,-85.7769915162443,38.258006010245566
768,16,18,-9548651.017367262,4615627.661914897,-85.7769915162443,38.2558183259625
769,16,19,-9548651.017367262,4615317.525897278,-85.7769915162443,38.253630575813325
770,16,20,-9548651.017367262,4615007.389879659,-85.7769915162443,38.25144275979923
771,16,21,-9548651.017367262,4614697.25386204,-85.7769915162443,38.24925487792145
772,16,22,-9548651.017367262,4614387.1178444205,-85.7769915162443,38.24706693018117
773,16,23,-9548651.017367262,4614076.981826802,-85.7769915162443,38.2448789165796
774,16,24,-9548651.017367262,4613766.845809182,-85.7769915162443,38.24269083711796
775,16,25,-9548651.017367262,4613456.709791563,-85.7769915162443,38.24050269179746
776,16,26,-9548651.017367262,4613146.573773944,-85.7769915162443,38.23831448061929
777,16,27,-9548651.017367262,4612836.437756324,-85.7769915162443,38.23612620358467
778,16,28,-9548651.017367262,4612526.3017387055,-85.7769915162443,38.233937860694816
779,16,29,-9548651.017367262,4612216.165721086,-85.7769915162443,38.23174945195093
780,16,30,-9548651.017367262,4611906.029703467,-85.7769915162443,38.22956097735423
781,16,31,-9548651.017367262,4611595.8936858475,-85.7769915162443,38.22737243690592
782,16,32,-9548651.017367262,4611285.757668229,-85.7769915162443,38.22518383060722
783,16,33,-9548651.017367262,4610975.621650609,-85.7769915162443,38.222995158459334
784,16,34,-9548651.017367262,4610665.4856329905,-85.7769915162443,38.22080642046348
785,16,35,-9548651.017367262,4610355.349615371,-85.7769915162443,38.21861761662087
786,16,36,-9548651.017367262,4610045.213597751,-85.7769915162443,38.21642874693271
787,16,37,-9548651.017367262,4609735.0775801325,-85.7769915162443,38.21423981140023
788,16,38,-9548651.017367262,4609424.941562513,-85.7769915162443,38.212050810024635
789,16,39,-9548651.017367262,4609114.805544894,-85.7769915162443,38.20986174280714
790,16,40,-9548651.017367262,4608804.669527275,-85.7769915162443,38.207672609748954
791,16,41,-9548651.017367262,4608494.533509656,-85.7769915162443,38.2054834108513
792,16,42,-9548651.017367262,4608184.397492036,-85.7769915162443,38.2032941461154
793,16,43,-9548651.017367262,4607874.261474417,-85.7769915162443,38.20110481554245
794,16,44,-9548651.017367262,4607564.125456798,-85.7769915162443,38.198915419133684
795,16,45,-9548651.017367262,4607253.989439178,-85.7769915162443,38.19672595689031
796,16,46,-9548651.017367262,4606943.85342156,-85.7769915162443,38.194536428813564
797,16,47,-9548651.017367262,4606633.71740394,-85.7769915162443,38.19234683490464
798,16,48,-9548651.017367262,4606323.581386321,-85.7769915162443,38.19015717516478
799,16,49,-9548651.017367262,4606013.445368702,-85.7769915162443,38.18796744959518
800,16,50,-9548651.017367262,4605703.309351083,-85.7769915162443,38.18577765819707
801,17,1,-9548146.306048509,4620899.974214424,-85.77245761732725,38.29300000000001
802,17,2,-9548146.306048509,4620589.838196805,-85.77245761732725,38.290813369738544
803,17,3,-9548146.306048509,4620279.702179186,-85.77245761732725,38.288626673591715
804,17,4,-9548146.306048509,4619969.566161566,-85.77245761732725,38.28643991156072
805,17,5,-9548146.306048509,4619659.430143948,-85.77245761732725,38.28425308364677
806,17,6,-9548146.306048509,4619349.294126328,-85.77245761732725,38.28206618985104
807,17,7,-9548146.306048509,4619039.158108709,-85.77245761732725,38.27987923017476
808,17,8,-9548146.306048509,4618729.02209109,-85.77245761732725,38.2776922046191
809,17,9,-9548146.306048509,4618418.886073471,-85.77245761732725,38.275505113185304
810,17,10,-9548146.306048509,4618108.750055851,-85.77245761732725,38.273317955874546
811,17,11,-9548146.306048509,4617798.614038232,-85.77245761732725,38.27113073268803
812,17,12,-9548146.306048509,4617488.478020613,-85.77245761732725,38.26894344362697
813,17,13,-9548146.306048509,4617178.342002993,-85.77245761732725,38.26675608869256
814,17,14,-9548146.306048509,4616868.205985375,-85.77245761732725,38.26456866788602
815,17,15,-9548146.306048509,4616558.069967755,-85.77245761732725,38.262381181208525
816,17,16,-9548146.306048509,4616247.933950136,-85.77245761732725,38.26019362866132
817,17,17,-9548146.306048509,4615937.797932517,-85.77245761732725,38.258006010245566
818,17,18,-9548146.306048509,4615627.661914897,-85.77245761732725,38.2558183259625
819,17,19,-9548146.306048509,4615317.525897278,-85.77245761732725,38.253630575813325
820,17,20,-9548146.306048509,4615007.389879659,-85.77245761732725,38.25144275979923
821,17,21,-9548146.306048509,4614697.25386204,-85.77245761732725,38.24925487792145
822,17,22,-9548146.306048509,4614387.1178444205,-85.77245761732725,38.24706693018117
823,17,23,-9548146.306048509,4614076.981826802,-85.77245761732725,38.2448789165796
824,17,24,-9548146.306048509,4613766.845809182,-85.77245761732725,38.24269083711796
825,17,25,-9548146.306048509,4613456.709791563,-85.77245761732725,38.24050269179746
826,17,26,-9548146.306048509,4613146.573773944,-85.77245761732725,38.23831448061929
827,17,27,-9548146.306048509,4612836.437756324,-85.77245761732725,38.23612620358467
828,17,28,-9548146.306048509,4612526.3017387055,-85.77245761732725,38.233937860694816
829,17,29,-9548146.306048509,4612216.165721086,-85.77245761732725,38.23174945195093
830,17,30,-9548146.306048509,4611906.029703467,-85.77245761732725,38.22956097735423
831,17,31,-9548146.306048509,4611595.8936858475,-85.77245761732725,38.22737243690592
832,17,32,-9548146.306048509,4611285.757668229,-85.77245761732725,38.22518383060722
833,17,33,-9548146.306048509,4610975.621650609,-85.77245761732725,38.222995158459334
834,17,34,-9548146.306048509,4610665.4856329905,-85.77245761732725,38.22080642046348
835,17,35,-9548146.306048509,4610355.349615371,-85.77245761732725,38.21861761662087
836,17,36,-9548146.306048509,4610045.213597751,-85.77245761732725,38.21642874693271
837,17,37,-9548146.306048509,4609735.0775801325,-85.77245761732725,38.21423981140023
838,17,38,-9548146.306048509,4609424.941562513,-85.77245761732725,38.212050810024635
839,17,39,-9548146.306048509,4609114.805544894,-85.77245761732725,38.20986174280714
840,17,40,-9548146.306048509,4608804.669527275,-85.77245761732725,38.207672609748954
841,17,41,-9548146.306048509,4608494.533509656,-85.77245761732725,38.2054834108513
842,17,42,-9548146.306048509,4608184.397492036,-85.77245761732725,38.2032941461154
843,17,43,-9548146.306048509,4607874.261474417,-85.77245761732725,38.20110481554245
844,17,44,-9548146.306048509,4607564.125456798,-85.77245761732725,38.198915419133684
845,17,45,-9548146.306048509,4607253.989439178,-85.77245761732725,38.19672595689031
846,17,46,-9548146.306048509,4606943.85342156,-85.77245761732725,38.194536428813564
847,17,47,-9548146.306048509,4606633.71740394,-85.77245761732725,38.19234683490464
848,17,48,-9548146.306048509,4606323.581386321,-85.77245761732725,38.19015717516478
849,17,49,-9548146.306048509,4606013.445368702,-85.77245761732725,38.18796744959518
850,17,50,-9548146.306048509,4605703.309351083,-85.77245761732725,38.18577765819707
851,18,1,-9547641.594729755,4620899.974214424,-85.7679237184102,38.29300000000001
852,18,2,-9547641.594729755,4620589.838196805,-85.7679237184102,38.290813369738544
853,18,3,-9547641.594729755,4620279.702179186,-85.7679237184102,38.288626673591715
854,18,4,-9547641.594729755,4619969.566161566,-85.7679237184102,38.28643991156072
855,18,5,-9547641.594729755,4619659.430143948,-85.7679237184102,38.28425308364677
856,18,6,-9547641.594729755,4619349.294126328,-85.7679237184102,38.28206618985104
857,18,7,-9547641.594729755,4619039.158108709,-85.7679237184102,38.27987923017476
858,18,8,-9547641.594729755,4618729.02209109,-85.7679237184102,38.2776922046191
859,18,9,-9547641.594729755,4618418.886073471,-85.7679237184102,38.275505113185304
860,18,10,-9547641.594729755,4618108.750055851,-85.7679237184102,38.273317955874546
861,18,11,-9547641.594729755,4617798.614038232,-85.7679237184102,38.27113073268803
862,18,12,-9547641.594729755,4617488.478020613,-85.7679237184102,38.26894344362697
863,18,13,-9547641.594729755,4617178.342002993,-85.7679237184102,38.26675608869256
864,18,14,-9547641.594729755,4616868.205985375,-85.7679237184102,38.26456866788602
865,18,15,-9547641.594729755,4616558.069967755,-85.7679237184102,38.262381181208525
866,18,16,-9547641.594729755,4616247.933950136,-85.7679237184102,38.26019362866132
867,18,17,-9547641.594729755,4615937.797932517,-85.7679237184102,38.258006010245566
868,18,18,-9547641.594729755,4615627.661914897,-85.7679237184102,38.2558183259625
869,18,19,-9547641.594729755,4615317.525897278,-85.7679237184102,38.253630575813325
870,18,20,-9547641.594729755,4615007.389879659,-85.7679237184102,38.25144275979923
871,18,21,-9547641.594729755,4614697.25386204,-85.7679237184102,38.24925487792145
872,18,22,-9547641.594729755,4614387.1178444205,-85.7679237184102,38.24706693018117
873,18,23,-9547641.594729755,4614076.981826802,-85.7679237184102,38.2448789165796
874,18,24,-9547641.594729755,4613766.845809182,-85.7679237184102,38.24269083711796
875,18,25,-9547641.594729755,4613456.709791563,-85.7679237184102,38.24050269179746
876,18,26,-9547641.594729755,4613146.573773944,-85.7679237184102,38.23831448061929
877,18,27,-9547641.594729755,4612836.437756324,-85.7679237184102,38.23612620358467
878,18,28,-9547641.594729755,4612526.3017387055,-85.7679237184102,38.233937860694816
879,18,29,-9547641.594729755,4612216.165721086,-85.7679237184102,38.23174945195093
880,18,30,-9547641.594729755,4611906.029703467,-85.7679237184102,38.22956097735423
881,18,31,-9547641.594729755,4611595.8936858475,-85.7679237184102,38.22737243690592
882,18,32,-9547641.594729755,4611285.757668229,-85.7679237184102,38.22518383060722
883,18,33,-9547641.594729755,4610975.621650609,-85.7679237184102,38.222995158459334
884,18,34,-9547641.594729755,4610665.4856329905,-85.7679237184102,38.22080642046348
885,18,35,-9547641.594729755,4610355.349615371,-85.7679237184102,38.21861761662087
886,18,36,-9547641.594729755,4610045.213597751,-85.7679237184102,38.21642874693271
887,18,37,-9547641.594729755,4609735.0775801325,-85.7679237184102,38.21423981140023
888,18,38,-9547641.594729755,4609424.941562513,-85.7679237184102,38.212050810024635
889,18,39,-9547641.594729755,4609114.805544894,-85.7679237184102,38.20986174280714
890,18,40,-9547641.594729755,4608804.669527275,-85.7679237184102,38.207672609748954
891,18,41,-9547641.594729755,4608494.533509656,-85.7679237184102,38.2054834108513
892,18,42,-9547641.594729755,4608184.397492036,-85.7679237184102,38.2032941461154
893,18,43,-9547641.594729755,4607874.261474417,-85.7679237184102,38.20110481554245
894,18,44,-9547641.594729755,4607564.125456798,-85.7679237184102,38.198915419133684
895,18,45,-9547641.594729755,4607253.989439178,-85.7679237184102,38.19672595689031
896,18,46,-9547641.594729755,4606943.85342156,-85.7679237184102,38.194536428813564
897,18,47,-9547641.594729755,4606633.71740394,-85.7679237184102,38.19234683490464
898,18,48,-9547641.594729755,4606323.581386321,-85.7679237184102,38.19015717516478
899,18,49,-9547641.594729755,4606013.445368702,-85.7679237184102,38.18796744959518
900,18,50,-9547641.594729755,4605703.309351083,-85.7679237184102,38.18577765819707
901,19,1,-9547136.883411001,4620899.974214424,-85.76338981949316,38.29300000000001
902,19,2,-9547136.883411001,4620589.838196805,-85.76338981949316,38.290813369738544
903,19,3,-9547136.883411001,4620279.702179186,-85.76338981949316,38.288626673591715
904,19,4,-9547136.883411001,4619969.566161566,-85.76338981949316,38.28643991156072
905,19,5,-9547136.883411001,4619659.430143948,-85.76338981949316,38.28425308364677
906,19,6,-9547136.883411001,4619349.294126328,-85.76338981949316,38.28206618985104
907,19,7,-9547136.883411001,4619039.158108709,-85.76338981949316,38.27987923017476
908,19,8,-9547136.883411001,4618729.02209109,-85.76338981949316,38.2776922046191
909,19,9,-9547136.883411001,4618418.886073471,-85.76338981949316,38.275505113185304
910,19,10,-9547136.883411001,4618108.750055851,-85.76338981949316,38.273317955874546
911,19,11,-9547136.883411001,4617798.614038232,-85.76338981949316,38.27113073268803
912,19,12,-9547136.883411001,4617488.478020613,-85.76338981949316,38.26894344362697
913,19,13,-9547136.883411001,4617178.342002993,-85.76338981949316,38.26675608869256
914,19,14,-9547136.883411001,4616868.205985375,-85.76338981949316,38.26456866788602
915,19,15,-9547136.883411001,4616558.069967755,-85.76338981949316,38.262381181208525
916,19,16,-9547136.883411001,4616247.933950136,-85.76338981949316,38.26019362866132
917,19,17,-9547136.883411001,4615937.797932517,-85.76338981949316,38.258006010245566
918,19,18,-9547136.883411001,4615627.661914897,-85.76338981949316,38.2558183259625
919,19,19,-9547136.883411001,4615317.525897278,-85.76338981949316,38.253630575813325
920,19,20,-9547136.883411001,4615007.389879659,-85.76338981949316,38.25144275979923
921,19,21,-9547136.883411001,4614697.25386204,-85.76338981949316,38.24925487792145
922,19,22,-9547136.883411001,4614387.1178444205,-85.76338981949316,38.24706693018117
923,19,23,-9547136.883411001,4614076.981826802,-85.76338981949316,38.2448789165796
924,19,24,-9547136.883411001,4613766.845809182,-85.76338981949316,38.24269083711796
925,19,25,-9547136.883411001,4613456.709791563,-85.76338981949316,38.24050269179746
926,19,26,-9547136.883411001,4613146.573773944,-85.76338981949316,38.23831448061929
927,19,27,-9547136.883411001,4612836.437756324,-85.76338981949316,38.23612620358467
928,19,28,-9547136.883411001,4612526.3017387055,-85.76338981949316,38.233937860694816
929,19,29,-9547136.883411001,4612216.165721086,-85.76338981949316,38.23174945195093
930,19,30,-9547136.883411001,4611906.029703467,-85.76338981949316,38.22956097735423
931,19,31,-9547136.883411001,4611595.8936858475,-85.76338981949316,38.22737243690592
932,19,32,-9547136.883411001,4611285.757668229,-85.76338981949316,38.22518383060722
933,19,33,-9547136.883411001,4610975.621650609,-85.76338981949316,38.222995158459334
