m=,100
n=,100
dx=,195.48826902559387,m
dy=,120.09052077612164,m
upper left=,"(-85.84612, 38.29354)"
lower right=,"(-85.61988000000001, 38.18446)"
k,i,j,center_x,center_y
2641,27,41,-85.78676,38.2498
2642,27,42,-85.78676,38.24872
2643,27,43,-85.78676,38.247640000000004
2644,27,44,-85.78676,38.24656
2645,27,45,-85.78676,38.24548
2646,27,46,-85.78676,38.2444
2647,27,47,-85.78676,38.24332
2648,27,48,-85.78676,38.24224
2649,27,49,-85.78676,38.24116
2650,27,50,-85.78676,38.24008
2651,27,51,-85.78676,38.239000000000004
2652,27,52,-85.78676,38.23792
2653,27,53,-85.78676,38.23684
2654,27,54,-85.78676,38.23576
2655,27,55,-85.78676,38.23468
2656,27,56,-85.78676,38.2336
2657,27,57,-85.78676,38.23252
2658,27,58,-85.78676,38.23144
2659,27,59,-85.78676,38.230360000000005
2660,27,60,-85.78676,38.22928
2661,27,61,-85.78676,38.2282
2662,27,62,-85.78676,38.22712
2663,27,63,-85.78676,38.22604
2664,27,64,-85.78676,38.22496
2665,27,65,-85.78676,38.22388
2666,27,66,-85.78676,38.2228
2667,27,67,-85.78676,38.221720000000005
2668,27,68,-85.78676,38.22064
2669,27,69,-85.78676,38.21956
2670,27,70,-85.78676,38.21848
2671,27,71,-85.78676,38.2174
2672,27,72,-85.78676,38.21632
2673,27,73,-85.78676,38.21524
2674,27,74,-85.78676,38.21416
2675,27,75,-85.78676,38.213080000000005
2676,27,76,-85.78676,38.212
2677,27,77,-85.78676,38.21092
2678,27,78,-85.78676,38.20984
2679,27,79,-85.78676,38.20876
2680,27,80,-85.78676,38.20768
2681,27,81,-85.78676,38.2066
2682,27,82,-85.78676,38.20552
2683,27,83,-85.78676,38.204440000000005
2684,27,84,-85.78676,38.20336
2685,27,85,-85.78676,38.20228
2686,27,86,-85.78676,38.2012
2687,27,87,-85.78676,38.20012
2688,27,88,-85.78676,38.199040000000004
2689,27,89,-85.78676,38.19796
2690,27,90,-85.78676,38.19688
2691,27,91,-85.78676,38.195800000000006
2692,27,92,-85.78676,38.194720000000004
2693,27,93,-85.78676,38.19364
2694,27,94,-85.78676,38.19256
2695,27,95,-85.78676,38.19148
2696,27,96,-85.78676,38.190400000000004
2697,27,97,-85.78676,38.18932
2698,27,98,-85.78676,38.18824
2699,27,99,-85.78676,38.187160000000006
2700,27,100,-85.78676,38.186080000000004
2701,28,1,-85.78452,38.293
2702,28,2,-85.78452,38.29192
2703,28,3,-85.78452,38.29084
2704,28,4,-85.78452,38.28976
2705,28,5,-85.78452,38.28868
2706,28,6,-85.78452,38.2876
2707,28,7,-85.78452,38.286519999999996
2708,28,8,-85.78452,38.28544
2709,28,9,-85.78452,38.28436
2710,28,10,-85.78452,38.28328
2711,28,11,-85.78452,38.2822
2712,28,12,-85.78452,38.28112
2713,28,13,-85.78452,38.28004
2714,28,14,-85.78452,38.27896
2715,28,15,-85.78452,38.277879999999996
2716,28,16,-85.78452,38.2768
2717,28,17,-85.78452,38.27572
2718,28,18,-85.78452,38.27464
2719,28,19,-85.78452,38.27356
2720,28,20,-85.78452,38.27248
2721,28,21,-85.78452,38.2714
2722,28,22,-85.78452,38.27032
2723,28,23,-85.78452,38.269239999999996
2724,28,24,-85.78452,38.26816
2725,28,25,-85.78452,38.26708
2726,28,26,-85.78452,38.266
2727,28,27,-85.78452,38.264920000000004
2728,28,28,-85.78452,38.26384
2729,28,29,-85.78452,38.26276
2730,28,30,-85.78452,38.26168
2731,28,31,-85.78452,38.2606
2732,28,32,-85.78452,38.25952
2733,28,33,-85.78452,38.25844
2734,28,34,-85.78452,38.25736
2735,28,35,-85.78452,38.256280000000004
2736,28,36,-85.78452,38.2552
2737,28,37,-85.78452,38.25412
2738,28,38,-85.78452,38.25304
2739,28,39,-85.78452,38.25196
2740,28,40,-85.78452,38.25088
2741,28,41,-85.78452,38.2498
2742,28,42,-85.78452,38.24872
2743,28,43,-85.78452,38.247640000000004
2744,28,44,-85.78452,38.24656
2745,28,45,-85.78452,38.24548
2746,28,46,-85.78452,38.2444
2747,28,47,-85.78452,38.24332
2748,28,48,-85.78452,38.24224
2749,28,49,-85.78452,38.24116
2750,28,50,-85.78452,38.24008
2751,28,51,-85.78452,38.239000000000004
2752,28,52,-85.78452,38.23792
2753,28,53,-85.78452,38.23684
2754,28,54,-85.78452,38.23576
2755,28,55,-85.78452,38.23468
2756,28,56,-85.78452,38.2336
2757,28,57,-85.78452,38.23252
2758,28,58,-85.78452,38.23144
2759,28,59,-85.78452,38.230360000000005
2760,28,60,-85.78452,38.22928
2761,28,61,-85.78452,38.2282
2762,28,62,-85.78452,38.22712
2763,28,63,-85.78452,38.22604
2764,28,64,-85.78452,38.22496
2765,28,65,-85.78452,38.22388
2766,28,66,-85.78452,38.2228
2767,28,67,-85.78452,38.221720000000005
2768,28,68,-85.78452,38.22064
2769,28,69,-85.78452,38.21956
2770,28,70,-85.78452,38.21848
2771,28,71,-85.78452,38.2174
2772,28,72,-85.78452,38.21632
2773,28,73,-85.78452,38.21524
2774,28,74,-85.78452,38.21416
2775,28,75,-85.78452,38.213080000000005
2776,28,76,-85.78452,38.212
2777,28,77,-85.78452,38.21092
2778,28,78,-85.78452,38.20984
2779,28,79,-85.78452,38.20876
2780,28,80,-85.78452,38.20768
2781,28,81,-85.78452,38.2066
2782,28,82,-85.78452,38.20552
2783,28,83,-85.78452,38.204440000000005
2784,28,84,-85.78452,38.20336
2785,28,85,-85.78452,38.20228
2786,28,86,-85.78452,38.2012
2787,28,87,-85.78452,38.20012
2788,28,88,-85.78452,38.199040000000004
2789,28,89,-85.78452,38.19796
2790,28,90,-85.78452,38.19688
2791,28,91,-85.78452,38.195800000000006
2792,28,92,-85.78452,38.194720000000004
2793,28,93,-85.78452,38.19364
2794,28,94,-85.78452,38.19256
2795,28,95,-85.78452,38.19148
2796,28,96,-85.78452,38.190400000000004
2797,28,97,-85.78452,38.18932
2798,28,98,-85.78452,38.18824
2799,28,99,-85.78452,38.187160000000006
2800,28,100,-85.78452,38.186080000000004
2801,29,1,-85.78228,38.293
2802,29,2,-85.78228,38.29192
2803,29,3,-85.78228,38.29084
2804,29,4,-85.78228,38.28976
2805,29,5,-85.78228,38.28868
2806,29,6,-85.78228,38.2876
2807,29,7,-85.78228,38.286519999999996
2808,29,8,-85.78228,38.28544
2809,29,9,-85.78228,38.28436
2810,29,10,-85.78228,38.28328
2811,29,11,-85.78228,38.2822
2812,29,12,-85.78228,38.28112
2813,29,13,-85.78228,38.28004
2814,29,14,-85.78228,38.27896
2815,29,15,-85.78228,38.277879999999996
2816,29,16,-85.78228,38.2768
2817,29,17,-85.78228,38.27572
2818,29,18,-85.78228,38.27464
2819,29,19,-85.78228,38.27356
2820,29,20,-85.78228,38.27248
2821,29,21,-85.78228,38.2714
2822,29,22,-85.78228,38.27032
2823,29,23,-85.78228,38.269239999999996
2824,29,24,-85.78228,38.26816
2825,29,25,-85.78228,38.26708
2826,29,26,-85.78228,38.266
2827,29,27,-85.78228,38.264920000000004
2828,29,28,-85.78228,38.26384
2829,29,29,-85.78228,38.26276
2830,29,30,-85.78228,38.26168
2831,29,31,-85.78228,38.2606
2832,29,32,-85.78228,38.25952
2833,29,33,-85.78228,38.25844
2834,29,34,-85.78228,38.25736
2835,29,35,-85.78228,38.256280000000004
2836,29,36,-85.78228,38.2552
2837,29,37,-85.78228,38.25412
2838,29,38,-85.78228,38.25304
2839,29,39,-85.78228,38.25196
2840,29,40,-85.78228,38.25088
2841,29,41,-85.78228,38.2498
2842,29,42,-85.78228,38.24872
2843,29,43,-85.78228,38.247640000000004
2844,29,44,-85.78228,38.24656
2845,29,45,-85.78228,38.24548
2846,29,46,-85.78228,38.2444
2847,29,47,-85.78228,38.24332
2848,29,48,-85.78228,38.24224
2849,29,49,-85.78228,38.24116
2850,29,50,-85.78228,38.24008
2851,29,51,-85.78228,38.239000000000004
2852,29,52,-85.78228,38.23792
2853,29,53,-85.78228,38.23684
2854,29,54,-85.78228,38.23576
2855,29,55,-85.78228,38.23468
2856,29,56,-85.78228,38.2336
2857,29,57,-85.78228,38.23252
2858,29,58,-85.78228,38.23144
2859,29,59,-85.78228,38.230360000000005
2860,29,60,-85.78228,38.22928
2861,29,61,-85.78228,38.2282
2862,29,62,-85.78228,38.22712
2863,29,63,-85.78228,38.22604
2864,29,64,-85.78228,38.22496
2865,29,65,-85.78228,38.22388
2866,29,66,-85.78228,38.2228
2867,29,67,-85.78228,38.221720000000005
2868,29,68,-85.78228,38.22064
2869,29,69,-85.78228,38.21956
2870,29,70,-85.78228,38.21848
2871,29,71,-85.78228,38.2174
2872,29,72,-85.78228,38.21632
2873,29,73,-85.78228,38.21524
2874,29,74,-85.78228,38.21416
2875,29,75,-85.78228,38.213080000000005
2876,29,76,-85.78228,38.212
2877,29,77,-85.78228,38.21092
2878,29,78,-85.78228,38.20984
2879,29,79,-85.78228,38.20876
2880,29,80,-85.78228,38.20768
2881,29,81,-85.78228,38.2066
2882,29,82,-85.78228,38.20552
2883,29,83,-85.78228,38.204440000000005
2884,29,84,-85.78228,38.20336
2885,29,85,-85.78228,38.20228
2886,29,86,-85.78228,38.2012
2887,29,87,-85.78228,38.20012
2888,29,88,-85.78228,38.199040000000004
2889,29,89,-85.78228,38.19796
2890,29,90,-85.78228,38.19688
2891,29,91,-85.78228,38.195800000000006
2892,29,92,-85.78228,38.194720000000004
2893,29,93,-85.78228,38.19364
2894,29,94,-85.78228,38.19256
2895,29,95,-85.78228,38.19148
2896,29,96,-85.78228,38.190400000000004
2897,29,97,-85.78228,38.18932
2898,29,98,-85.78228,38.18824
2899,29,99,-85.78228,38.187160000000006
2900,29,100,-85.78228,38.186080000000004
2901,30,1,-85.78004,38.293
2902,30,2,-85.78004,38.29192
2903,30,3,-85.78004,38.29084
2904,30,4,-85.78004,38.28976
2905,30,5,-85.78004,38.28868
2906,30,6,-85.78004,38.2876
2907,30,7,-85.78004,38.286519999999996
2908,30,8,-85.78004,38.28544
2909,30,9,-85.78004,38.28436
2910,30,10,-85.78004,38.28328
2911,30,11,-85.78004,38.2822
2912,30,12,-85.78004,38.28112
2913,30,13,-85.78004,38.28004
2914,30,14,-85.78004,38.27896
2915,30,15,-85.78004,38.277879999999996
2916,30,16,-85.78004,38.2768
2917,30,17,-85.78004,38.27572
2918,30,18,-85.78004,38.27464
2919,30,19,-85.78004,38.27356
2920,30,20,-85.78004,38.27248
2921,30,21,-85.78004,38.2714
2922,30,22,-85.78004,38.27032
2923,30,23,-85.78004,38.269239999999996
2924,30,24,-85.78004,38.26816
2925,30,25,-85.78004,38.26708
2926,30,26,-85.78004,38.266
2927,30,27,-85.78004,38.264920000000004
2928,30,28,-85.78004,38.26384
2929,30,29,-85.78004,38.26276
2930,30,30,-85.78004,38.26168
2931,30,31,-85.78004,38.2606
2932,30,32,-85.78004,38.25952
2933,30,33,-85.78004,38.25844
2934,30,34,-85.78004,38.25736
2935,30,35,-85.78004,38.256280000000004
2936,30,36,-85.78004,38.2552
2937,30,37,-85.78004,38.25412
2938,30,38,-85.78004,38.25304
2939,30,39,-85.78004,38.25196
2940,30,40,-85.78004,38.25088
2941,30,41,-85.78004,38.2498
2942,30,42,-85.78004,38.24872
2943,30,43,-85.78004,38.247640000000004
2944,30,44,-85.78004,38.24656
2945,30,45,-85.78004,38.24548
2946,30,46,-85.78004,38.2444
2947,30,47,-85.78004,38.24332
2948,30,48,-85.78004,38.24224
2949,30,49,-85.78004,38.24116
2950,30,50,-85.78004,38.24008
2951,30,51,-85.78004,38.239000000000004
2952,30,52,-85.78004,38.23792
2953,30,53,-85.78004,38.23684
2954,30,54,-85.78004,38.23576
2955,30,55,-85.78004,38.23468
2956,30,56,-85.78004,38.2336
2957,30,57,-85.78004,38.23252
2958,30,58,-85.78004,38.23144
2959,30,59,-85.78004,38.230360000000005
2960,30,60,-85.78004,38.22928
2961,30,61,-85.78004,38.2282
2962,30,62,-85.78004,38.22712
2963,30,63,-85.78004,38.22604
2964,30,64,-85.78004,38.22496
2965,30,65,-85.78004,38.22388
2966,30,66,-85.78004,38.2228
2967,30,67,-85.78004,38.221720000000005
2968,30,68,-85.78004,38.22064
2969,30,69,-85.78004,38.21956
2970,30,70,-85.78004,38.21848
2971,30,71,-85.78004,38.2174
2972,30,72,-85.78004,38.21632
2973,30,73,-85.78004,38.21524
2974,30,74,-85.78004,38.21416
2975,30,75,-85.78004,38.213080000000005
2976,30,76,-85.78004,38.212
2977,30,77,-85.78004,38.21092
2978,30,78,-85.78004,38.20984
2979,30,79,-85.78004,38.20876
2980,30,80,-85.78004,38.20768
2981,30,81,-85.78004,38.2066
2982,30,82,-85.78004,38.20552
2983,30,83,-85.78004,38.204440000000005
2984,30,84,-85.78004,38.20336
2985,30,85,-85.78004,38.20228
2986,30,86,-85.78004,38.2012
2987,30,87,-85.78004,38.20012
2988,30,88,-85.78004,38.199040000000004
2989,30,89,-85.78004,38.19796
2990,30,90,-85.78004,38.19688
2991,30,91,-85.78004,38.195800000000006
2992,30,92,-85.78004,38.194720000000004
2993,30,93,-85.78004,38.19364
2994,30,94,-85.78004,38.19256
2995,30,95,-85.78004,38.19148
2996,30,96,-85.78004,38.190400000000004
2997,30,97,-85.78004,38.18932
2998,30,98,-85.78004,38.18824
2999,30,99,-85.78004,38.187160000000006
3000,30,100,-85.78004,38.186080000000004
3001,31,1,-85.7778,38.293
3002,31,2,-85.7778,38.29192
3003,31,3,-85.7778,38.29084
3004,31,4,-85.7778,38.28976
3005,31,5,-85.7778,38.28868
3006,31,6,-85.7778,38.2876
3007,31,7,-85.7778,38.286519999999996
3008,31,8,-85.7778,38.28544
3009,31,9,-85.7778,38.28436
3010,31,10,-85.7778,38.28328
3011,31,11,-85.7778,38.2822
3012,31,12,-85.7778,38.28112
3013,31,13,-85.7778,38.28004
3014,31,14,-85.7778,38.27896
3015,31,15,-85.7778,38.277879999999996
3016,31,16,-85.7778,38.2768
3017,31,17,-85.7778,38.27572
3018,31,18,-85.7778,38.27464
3019,31,19,-85.7778,38.27356
3020,31,20,-85.7778,38.27248
3021,31,21,-85.7778,38.2714
3022,31,22,-85.7778,38.27032
3023,31,23,-85.7778,38.269239999999996
3024,31,24,-85.7778,38.26816
3025,31,25,-85.7778,38.26708
3026,31,26,-85.7778,38.266
3027,31,27,-85.7778,38.264920000000004
3028,31,28,-85.7778,38.26384
3029,31,29,-85.7778,38.26276
3030,31,30,-85.7778,38.26168
3031,31,31,-85.7778,38.2606
3032,31,32,-85.7778,38.25952
3033,31,33,-85.7778,38.25844
3034,31,34,-85.7778,38.25736
3035,31,35,-85.7778,38.256280000000004
3036,31,36,-85.7778,38.2552
3037,31,37,-85.7778,38.25412
3038,31,38,-85.7778,38.25304
3039,31,39,-85.7778,38.25196
3040,31,40,-85.7778,38.25088
3041,31,41,-85.7778,38.2498
3042,31,42,-85.7778,38.24872
3043,31,43,-85.7778,38.247640000000004
3044,31,44,-85.7778,38.24656
3045,31,45,-85.7778,38.24548
3046,31,46,-85.7778,38.2444
3047,31,47,-85.7778,38.24332
3048,31,48,-85.7778,38.24224
3049,31,49,-85.7778,38.24116
3050,31,50,-85.7778,38.24008
3051,31,51,-85.7778,38.239000000000004
3052,31,52,-85.7778,38.23792
3053,31,53,-85.7778,38.23684
3054,31,54,-85.7778,38.23576
3055,31,55,-85.7778,38.23468
3056,31,56,-85.7778,38.2336
3057,31,57,-85.7778,38.23252
3058,31,58,-85.7778,38.23144
3059,31,59,-85.7778,38.230360000000005
3060,31,60,-85.7778,38.22928
3061,31,61,-85.7778,38.2282
3062,31,62,-85.7778,38.22712
3063,31,63,-85.7778,38.22604
3064,31,64,-85.7778,38.22496
3065,31,65,-85.7778,38.22388
3066,31,66,-85.7778,38.2228
3067,31,67,-85.7778,38.221720000000005
3068,31,68,-85.7778,38.22064
3069,31,69,-85.7778,38.21956
3070,31,70,-85.7778,38.21848
3071,31,71,-85.7778,38.2174
3072,31,72,-85.7778,38.21632
3073,31,73,-85.7778,38.21524
3074,31,74,-85.7778,38.21416
3075,31,75,-85.7778,38.213080000000005
3076,31,76,-85.7778,38.212
3077,31,77,-85.7778,38.21092
3078,31,78,-85.7778,38.20984
3079,31,79,-85.7778,38.20876
3080,31,80,-85.7778,38.20768
3081,31,81,-85.7778,38.2066
3082,31,82,-85.7778,38.20552
3083,31,83,-85.7778,38.204440000000005
3084,31,84,-85.7778,38.20336
3085,31,85,-85.7778,38.20228
3086,31,86,-85.7778,38.2012
3087,31,87,-85.7778,38.20012
3088,31,88,-85.7778,38.199040000000004
3089,31,89,-85.7778,38.19796
3090,31,90,-85.7778,38.19688
3091,31,91,-85.7778,38.195800000000006
3092,31,92,-85.7778,38.194720000000004
3093,31,93,-85.7778,38.19364
3094,31,94,-85.7778,38.19256
3095,31,95,-85.7778,38.19148
3096,31,96,-85.7778,38.190400000000004
3097,31,97,-85.7778,38.18932
3098,31,98,-85.7778,38.18824
3099,31,99,-85.7778,38.187160000000006
3100,31,100,-85.7778,38.186080000000004
3101,32,1,-85.77556,38.293
3102,32,2,-85.77556,38.29192
3103,32,3,-85.77556,38.29084
3104,32,4,-85.77556,38.28976
3105,32,5,-85.77556,38.28868
3106,32,6,-85.77556,38.2876
3107,32,7,-85.77556,38.286519999999996
3108,32,8,-85.77556,38.28544
3109,32,9,-85.77556,38.28436
3110,32,10,-85.77556,38.28328
3111,32,11,-85.77556,38.2822
3112,32,12,-85.77556,38.28112
3113,32,13,-85.77556,38.28004
3114,32,14,-85.77556,38.27896
3115,32,15,-85.77556,38.277879999999996
3116,32,16,-85.77556,38.2768
3117,32,17,-85.77556,38.27572
3118,32,18,-85.77556,38.27464
3119,32,19,-85.77556,38.27356
3120,32,20,-85.77556,38.27248
3121,32,21,-85.77556,38.2714
3122,32,22,-85.77556,38.27032
3123,32,23,-85.77556,38.269239999999996
3124,32,24,-85.77556,38.26816
3125,32,25,-85.77556,38.26708
3126,32,26,-85.77556,38.266
3127,32,27,-85.77556,38.264920000000004
3128,32,28,-85.77556,38.26384
3129,32,29,-85.77556,38.26276
3130,32,30,-85.77556,38.26168
3131,32,31,-85.77556,38.2606
3132,32,32,-85.77556,38.25952
3133,32,33,-85.77556,38.25844
3134,32,34,-85.77556,38.25736
3135,32,35,-85.77556,38.256280000000004
3136,32,36,-85.77556,38.2552
3137,32,37,-85.77556,38.25412
3138,32,38,-85.77556,38.25304
3139,32,39,-85.77556,38.25196
3140,32,40,-85.77556,38.25088
3141,32,41,-85.77556,38.2498
3142,32,42,-85.77556,38.24872
3143,32,43,-85.77556,38.247640000000004
3144,32,44,-85.77556,38.24656
3145,32,45,-85.77556,38.24548
3146,32,46,-85.77556,38.2444
3147,32,47,-85.77556,38.24332
3148,32,48,-85.77556,38.24224
3149,32,49,-85.77556,38.24116
3150,32,50,-85.77556,38.24008
3151,32,51,-85.77556,38.239000000000004
3152,32,52,-85.77556,38.23792
3153,32,53,-85.77556,38.23684
3154,32,54,-85.77556,38.23576
3155,32,55,-85.77556,38.23468
3156,32,56,-85.77556,38.2336
3157,32,57,-85.77556,38.23252
3158,32,58,-85.77556,38.23144
3159,32,59,-85.77556,38.230360000000005
3160,32,60,-85.77556,38.22928
3161,32,61,-85.77556,38.2282
3162,32,62,-85.77556,38.22712
3163,32,63,-85.77556,38.22604
3164,32,64,-85.77556,38.22496
3165,32,65,-85.77556,38.22388
3166,32,66,-85.77556,38.2228
3167,32,67,-85.77556,38.221720000000005
3168,32,68,-85.77556,38.22064
3169,32,69,-85.77556,38.21956
3170,32,70,-85.77556,38.21848
3171,32,71,-85.77556,38.2174
3172,32,72,-85.77556,38.21632
3173,32,73,-85.77556,38.21524
3174,32,74,-85.77556,38.21416
3175,32,75,-85.77556,38.213080000000005
3176,32,76,-85.77556,38.212
3177,32,77,-85.77556,38.21092
3178,32,78,-85.77556,38.20984
3179,32,79,-85.77556,38.20876
3180,32,80,-85.77556,38.20768
3181,32,81,-85.77556,38.2066
3182,32,82,-85.77556,38.20552
3183,32,83,-85.77556,38.204440000000005
3184,32,84,-85.77556,38.20336
3185,32,85,-85.77556,38.20228
3186,32,86,-85.77556,38.2012
3187,32,87,-85.77556,38.20012
3188,32,88,-85.77556,38.199040000000004
3189,32,89,-85.77556,38.19796
3190,32,90,-85.77556,38.19688
3191,32,91,-85.77556,38.195800000000006
3192,32,92,-85.77556,38.194720000000004
3193,32,93,-85.77556,38.19364
3194,32,94,-85.77556,38.19256
3195,32,95,-85.77556,38.19148
3196,32,96,-85.77556,38.190400000000004
3197,32,97,-85.77556,38.18932
3198,32,98,-85.77556,38.18824
3199,32,99,-85.77556,38.187160000000006
3200,32,100,-85.77556,38.186080000000004
3201,33,1,-85.77332,38.293
3202,33,2,-85.77332,38.29192
3203,33,3,-85.77332,38.29084
3204,33,4,-85.77332,38.28976
3205,33,5,-85.77332,38.28868
3206,33,6,-85.77332,38.2876
3207,33,7,-85.77332,38.286519999999996
3208,33,8,-85.77332,38.28544
3209,33,9,-85.77332,38.28436
3210,33,10,-85.77332,38.28328
3211,33,11,-85.77332,38.2822
3212,33,12,-85.77332,38.28112
3213,33,13,-85.77332,38.28004
3214,33,14,-85.77332,38.27896
3215,33,15,-85.77332,38.277879999999996
3216,33,16,-85.77332,38.2768
3217,33,17,-85.77332,38.27572
3218,33,18,-85.77332,38.27464
3219,33,19,-85.77332,38.27356
3220,33,20,-85.77332,38.27248
3221,33,21,-85.77332,38.2714
3222,33,22,-85.77332,38.27032
3223,33,23,-85.77332,38.269239999999996
3224,33,24,-85.77332,38.26816
3225,33,25,-85.77332,38.26708
3226,33,26,-85.77332,38.266
3227,33,27,-85.77332,38.264920000000004
3228,33,28,-85.77332,38.26384
3229,33,29,-85.77332,38.26276
3230,33,30,-85.77332,38.26168
3231,33,31,-85.77332,38.2606
3232,33,32,-85.77332,38.25952
3233,33,33,-85.77332,38.25844
3234,33,34,-85.77332,38.25736
3235,33,35,-85.77332,38.256280000000004
3236,33,36,-85.77332,38.2552
3237,33,37,-85.77332,38.25412
3238,33,38,-85.77332,38.25304
3239,33,39,-85.77332,38.25196
3240,33,40,-85.77332,38.25088
3241,33,41,-85.77332,38.2498
3242,33,42,-85.77332,38.24872
3243,33,43,-85.77332,38.247640000000004
3244,33,44,-85.77332,38.24656
3245,33,45,-85.77332,38.24548
3246,33,46,-85.77332,38.2444
3247,33,47,-85.77332,38.24332
3248,33,48,-85.77332,38.24224
3249,33,49,-85.77332,38.24116
3250,33,50,-85.77332,38.24008
3251,33,51,-85.77332,38.239000000000004
3252,33,52,-85.77332,38.23792
3253,33,53,-85.77332,38.23684
3254,33,54,-85.77332,38.23576
3255,33,55,-85.77332,38.23468
3256,33,56,-85.77332,38.2336
3257,33,57,-85.77332,38.23252
3258,33,58,-85.77332,38.23144
3259,33,59,-85.77332,38.230360000000005
3260,33,60,-85.77332,38.22928
3261,33,61,-85.77332,38.2282
3262,33,62,-85.77332,38.22712
3263,33,63,-85.77332,38.22604
3264,33,64,-85.77332,38.22496
3265,33,65,-85.77332,38.22388
3266,33,66,-85.77332,38.2228
3267,33,67,-85.77332,38.221720000000005
3268,33,68,-85.77332,38.22064
3269,33,69,-85.77332,38.21956
3270,33,70,-85.77332,38.21848
3271,33,71,-85.77332,38.2174
3272,33,72,-85.77332,38.21632
3273,33,73,-85.77332,38.21524
3274,33,74,-85.77332,38.21416
3275,33,75,-85.77332,38.213080000000005
3276,33,76,-85.77332,38.212
3277,33,77,-85.77332,38.21092
3278,33,78,-85.77332,38.20984
3279,33,79,-85.77332,38.20876
3280,33,80,-85.77332,38.20768
3281,33,81,-85.77332,38.2066
3282,33,82,-85.77332,38.20552
3283,33,83,-85.77332,38.204440000000005
3284,33,84,-85.77332,38.20336
3285,33,85,-85.77332,38.20228
3286,33,86,-85.77332,38.2012
3287,33,87,-85.77332,38.20012
3288,33,88,-85.77332,38.199040000000004
3289,33,89,-85.77332,38.19796
3290,33,90,-85.77332,38.19688
3291,33,91,-85.77332,38.195800000000006
3292,33,92,-85.77332,38.194720000000004
3293,33,93,-85.77332,38.19364
3294,33,94,-85.77332,38.19256
3295,33,95,-85.77332,38.19148
3296,33,96,-85.77332,38.190400000000004
3297,33,97,-85.77332,38.18932
3298,33,98,-85.77332,38.18824
3299,33,99,-85.77332,38.187160000000006
3300,33,100,-85.77332,38.186080000000004
3301,34,1,-85.77108,38.293
3302,34,2,-85.77108,38.29192
3303,34,3,-85.77108,38.29084
3304,34,4,-85.77108,38.28976
3305,34,5,-85.77108,38.28868
3306,34,6,-85.77108,38.2876
3307,34,7,-85.77108,38.286519999999996
3308,34,8,-85.77108,38.28544
3309,34,9,-85.77108,38.28436
3310,34,10,-85.77108,38.28328
3311,34,11,-85.77108,38.2822
3312,34,12,-85.77108,38.28112
3313,34,13,-85.77108,38.28004
3314,34,14,-85.77108,38.27896
3315,34,15,-85.77108,38.277879999999996
3316,34,16,-85.77108,38.2768
3317,34,17,-85.77108,38.27572
3318,34,18,-85.77108,38.27464
3319,34,19,-85.77108,38.27356
3320,34,20,-85.77108,38.27248
3321,34,21,-85.77108,38.2714
3322,34,22,-85.77108,38.27032
3323,34,23,-85.77108,38.269239999999996
3324,34,24,-85.77108,38.26816
3325,34,25,-85.77108,38.26708
3326,34,26,-85.77108,38.266
3327,34,27,-85.77108,38.264920000000004
3328,34,28,-85.77108,38.26384
3329,34,29,-85.77108,38.26276
3330,34,30,-85.77108,38.26168
3331,34,31,-85.77108,38.2606
3332,34,32,-85.77108,38.25952
3333,34,33,-85.77108,38.25844
3334,34,34,-85.77108,38.25736
3335,34,35,-85.77108,38.256280000000004
3336,34,36,-85.77108,38.2552
3337,34,37,-85.77108,38.25412
3338,34,38,-85.77108,38.25304
3339,34,39,-85.77108,38.25196
3340,34,40,-85.77108,38.25088
3341,34,41,-85.77108,38.2498
3342,34,42,-85.77108,38.24872
3343,34,43,-85.77108,38.247640000000004
3344,34,44,-85.77108,38.24656
3345,34,45,-85.77108,38.24548
3346,34,46,-85.77108,38.2444
3347,34,47,-85.77108,38.24332
3348,34,48,-85.77108,38.24224
3349,34,49,-85.77108,38.24116
3350,34,50,-85.77108,38.24008
3351,34,51,-85.77108,38.239000000000004
3352,34,52,-85.77108,38.23792
3353,34,53,-85.77108,38.23684
3354,34,54,-85.77108,38.23576
3355,34,55,-85.77108,38.23468
3356,34,56,-85.77108,38.2336
3357,34,57,-85.77108,38.23252
3358,34,58,-85.77108,38.23144
3359,34,59,-85.77108,38.230360000000005
3360,34,60,-85.77108,38.22928
3361,34,61,-85.77108,38.2282
3362,34,62,-85.77108,38.22712
3363,34,63,-85.77108,38.22604
3364,34,64,-85.77108,38.22496
3365,34,65,-85.77108,38.22388
3366,34,66,-85.77108,38.2228
3367,34,67,-85.77108,38.221720000000005
3368,34,68,-85.77108,38.22064
3369,34,69,-85.77108,38.21956
3370,34,70,-85.77108,38.21848
3371,34,71,-85.77108,38.2174
3372,34,72,-85.77108,38.21632
3373,34,73,-85.77108,38.21524
3374,34,74,-85.77108,38.21416
3375,34,75,-85.77108,38.213080000000005
3376,34,76,-85.77108,38.212
3377,34,77,-85.77108,38.21092
3378,34,78,-85.77108,38.20984
3379,34,79,-85.77108,38.20876
3380,34,80,-85.77108,38.20768
3381,34,81,-85.77108,38.2066
3382,34,82,-85.77108,38.20552
3383,34,83,-85.77108,38.204440000000005
3384,34,84,-85.77108,38.20336
3385,34,85,-85.77108,38.20228
3386,34,86,-85.77108,38.2012
3387,34,87,-85.77108,38.20012
3388,34,88,-85.77108,38.199040000000004
3389,34,89,-85.77108,38.19796
3390,34,90,-85.77108,38.19688
3391,34,91,-85.77108,38.195800000000006
3392,34,92,-85.77108,38.194720000000004
