m=,100
n=,100
dx=,195.48826902559387,m
dy=,120.09052077612164,m
upper left=,"(-85.84612, 38.29354)"
lower right=,"(-85.61988000000001, 38.18446)"
k,i,j,center_x,center_y
5384,54,84,-85.72628,38.20336
5385,54,85,-85.72628,38.20228
5386,54,86,-85.72628,38.2012
5387,54,87,-85.72628,38.20012
5388,54,88,-85.72628,38.199040000000004
5389,54,89,-85.72628,38.19796
5390,54,90,-85.72628,38.19688
5391,54,91,-85.72628,38.195800000000006
5392,54,92,-85.72628,38.194720000000004
5393,54,93,-85.72628,38.19364
5394,54,94,-85.72628,38.19256
5395,54,95,-85.72628,38.19148
5396,54,96,-85.72628,38.190400000000004
5397,54,97,-85.72628,38.18932
5398,54,98,-85.72628,38.18824
5399,54,99,-85.72628,38.187160000000006
5400,54,100,-85.72628,38.186080000000004
5401,55,1,-85.72404,38.293
5402,55,2,-85.72404,38.29192
5403,55,3,-85.72404,38.29084
5404,55,4,-85.72404,38.28976
5405,55,5,-85.72404,38.28868
5406,55,6,-85.72404,38.2876
5407,55,7,-85.72404,38.286519999999996
5408,55,8,-85.72404,38.28544
5409,55,9,-85.72404,38.28436
5410,55,10,-85.72404,38.28328
5411,55,11,-85.72404,38.2822
5412,55,12,-85.72404,38.28112
5413,55,13,-85.72404,38.28004
5414,55,14,-85.72404,38.27896
5415,55,15,-85.72404,38.277879999999996
5416,55,16,-85.72404,38.2768
5417,55,17,-85.72404,38.27572
5418,55,18,-85.72404,38.27464
5419,55,19,-85.72404,38.27356
5420,55,20,-85.72404,38.27248
5421,55,21,-85.72404,38.2714
5422,55,22,-85.72404,38.27032
5423,55,23,-85.72404,38.269239999999996
5424,55,24,-85.72404,38.26816
5425,55,25,-85.72404,38.26708
5426,55,26,-85.72404,38.266
5427,55,27,-85.72404,38.264920000000004
5428,55,28,-85.72404,38.26384
5429,55,29,-85.72404,38.26276
5430,55,30,-85.72404,38.26168
5431,55,31,-85.72404,38.2606
5432,55,32,-85.72404,38.25952
5433,55,33,-85.72404,38.25844
5434,55,34,-85.72404,38.25736
5435,55,35,-85.72404,38.256280000000004
5436,55,36,-85.72404,38.2552
5437,55,37,-85.72404,38.25412
5438,55,38,-85.72404,38.25304
5439,55,39,-85.72404,38.25196
5440,55,40,-85.72404,38.25088
5441,55,41,-85.72404,38.2498
5442,55,42,-85.72404,38.24872
5443,55,43,-85.72404,38.247640000000004
5444,55,44,-85.72404,38.24656
5445,55,45,-85.72404,38.24548
5446,55,46,-85.72404,38.2444
5447,55,47,-85.72404,38.24332
5448,55,48,-85.72404,38.24224
5449,55,49,-85.72404,38.24116
5450,55,50,-85.72404,38.24008
5451,55,51,-85.72404,38.239000000000004
5452,55,52,-85.72404,38.23792
5453,55,53,-85.72404,38.23684
5454,55,54,-85.72404,38.23576
5455,55,55,-85.72404,38.23468
5456,55,56,-85.72404,38.2336
5457,55,57,-85.72404,38.23252
5458,55,58,-85.72404,38.23144
5459,55,59,-85.72404,38.230360000000005
5460,55,60,-85.72404,38.22928
5461,55,61,-85.72404,38.2282
5462,55,62,-85.72404,38.22712
5463,55,63,-85.72404,38.22604
5464,55,64,-85.72404,38.22496
5465,55,65,-85.72404,38.22388
5466,55,66,-85.72404,38.2228
5467,55,67,-85.72404,38.221720000000005
5468,55,68,-85.72404,38.22064
5469,55,69,-85.72404,38.21956
5470,55,70,-85.72404,38.21848
5471,55,71,-85.72404,38.2174
5472,55,72,-85.72404,38.21632
5473,55,73,-85.72404,38.21524
5474,55,74,-85.72404,38.21416
5475,55,75,-85.72404,38.213080000000005
5476,55,76,-85.72404,38.212
5477,55,77,-85.72404,38.21092
5478,55,78,-85.72404,38.20984
5479,55,79,-85.72404,38.20876
5480,55,80,-85.72404,38.20768
5481,55,81,-85.72404,38.2066
5482,55,82,-85.72404,38.20552
5483,55,83,-85.72404,38.204440000000005
5484,55,84,-85.72404,38.20336
5485,55,85,-85.72404,38.20228
5486,55,86,-85.72404,38.2012
5487,55,87,-85.72404,38.20012
5488,55,88,-85.72404,38.199040000000004
5489,55,89,-85.72404,38.19796
5490,55,90,-85.72404,38.19688
5491,55,91,-85.72404,38.195800000000006
5492,55,92,-85.72404,38.194720000000004
5493,55,93,-85.72404,38.19364
5494,55,94,-85.72404,38.19256
5495,55,95,-85.72404,38.19148
5496,55,96,-85.72404,38.190400000000004
5497,55,97,-85.72404,38.18932
5498,55,98,-85.72404,38.18824
5499,55,99,-85.72404,38.187160000000006
5500,55,100,-85.72404,38.186080000000004
5501,56,1,-85.7218,38.293
5502,56,2,-85.7218,38.29192
5503,56,3,-85.7218,38.29084
5504,56,4,-85.7218,38.28976
5505,56,5,-85.7218,38.28868
5506,56,6,-85.7218,38.2876
5507,56,7,-85.7218,38.286519999999996
5508,56,8,-85.7218,38.28544
5509,56,9,-85.7218,38.28436
5510,56,10,-85.7218,38.28328
5511,56,11,-85.7218,38.2822
5512,56,12,-85.7218,38.28112
5513,56,13,-85.7218,38.28004
5514,56,14,-85.7218,38.27896
5515,56,15,-85.7218,38.277879999999996
5516,56,16,-85.7218,38.2768
5517,56,17,-85.7218,38.27572
5518,56,18,-85.7218,38.27464
5519,56,19,-85.7218,38.27356
5520,56,20,-85.7218,38.27248
5521,56,21,-85.7218,38.2714
5522,56,22,-85.7218,38.27032
5523,56,23,-85.7218,38.269239999999996
5524,56,24,-85.7218,38.26816
5525,56,25,-85.7218,38.26708
5526,56,26,-85.7218,38.266
5527,56,27,-85.7218,38.264920000000004
5528,56,28,-85.7218,38.26384
5529,56,29,-85.7218,38.26276
5530,56,30,-85.7218,38.26168
5531,56,31,-85.7218,38.2606
5532,56,32,-85.7218,38.25952
5533,56,33,-85.7218,38.25844
5534,56,34,-85.7218,38.25736
5535,56,35,-85.7218,38.256280000000004
5536,56,36,-85.7218,38.2552
5537,56,37,-85.7218,38.25412
5538,56,38,-85.7218,38.25304
5539,56,39,-85.7218,38.25196
5540,56,40,-85.7218,38.25088
5541,56,41,-85.7218,38.2498
5542,56,42,-85.7218,38.24872
5543,56,43,-85.7218,38.247640000000004
5544,56,44,-85.7218,38.24656
5545,56,45,-85.7218,38.24548
5546,56,46,-85.7218,38.2444
5547,56,47,-85.7218,38.24332
5548,56,48,-85.7218,38.24224
5549,56,49,-85.7218,38.24116
5550,56,50,-85.7218,38.24008
5551,56,51,-85.7218,38.239000000000004
5552,56,52,-85.7218,38.23792
5553,56,53,-85.7218,38.23684
5554,56,54,-85.7218,38.23576
5555,56,55,-85.7218,38.23468
5556,56,56,-85.7218,38.2336
5557,56,57,-85.7218,38.23252
5558,56,58,-85.7218,38.23144
5559,56,59,-85.7218,38.230360000000005
5560,56,60,-85.7218,38.22928
5561,56,61,-85.7218,38.2282
5562,56,62,-85.7218,38.22712
5563,56,63,-85.7218,38.22604
5564,56,64,-85.7218,38.22496
5565,56,65,-85.7218,38.22388
5566,56,66,-85.7218,38.2228
5567,56,67,-85.7218,38.221720000000005
5568,56,68,-85.7218,38.22064
5569,56,69,-85.7218,38.21956
5570,56,70,-85.7218,38.21848
5571,56,71,-85.7218,38.2174
5572,56,72,-85.7218,38.21632
5573,56,73,-85.7218,38.21524
5574,56,74,-85.7218,38.21416
5575,56,75,-85.7218,38.213080000000005
5576,56,76,-85.7218,38.212
5577,56,77,-85.7218,38.21092
5578,56,78,-85.7218,38.20984
5579,56,79,-85.7218,38.20876
5580,56,80,-85.7218,38.20768
5581,56,81,-85.7218,38.2066
5582,56,82,-85.7218,38.20552
5583,56,83,-85.7218,38.204440000000005
5584,56,84,-85.7218,38.20336
5585,56,85,-85.7218,38.20228
5586,56,86,-85.7218,38.2012
5587,56,87,-85.7218,38.20012
5588,56,88,-85.7218,38.199040000000004
5589,56,89,-85.7218,38.19796
5590,56,90,-85.7218,38.19688
5591,56,91,-85.7218,38.195800000000006
5592,56,92,-85.7218,38.194720000000004
5593,56,93,-85.7218,38.19364
5594,56,94,-85.7218,38.19256
5595,56,95,-85.7218,38.19148
5596,56,96,-85.7218,38.190400000000004
5597,56,97,-85.7218,38.18932
5598,56,98,-85.7218,38.18824
5599,56,99,-85.7218,38.187160000000006
5600,56,100,-85.7218,38.186080000000004
5601,57,1,-85.71956,38.293
5602,57,2,-85.71956,38.29192
5603,57,3,-85.71956,38.29084
5604,57,4,-85.71956,38.28976
5605,57,5,-85.71956,38.28868
5606,57,6,-85.71956,38.2876
5607,57,7,-85.71956,38.286519999999996
5608,57,8,-85.71956,38.28544
5609,57,9,-85.71956,38.28436
5610,57,10,-85.71956,38.28328
5611,57,11,-85.71956,38.2822
5612,57,12,-85.71956,38.28112
5613,57,13,-85.71956,38.28004
5614,57,14,-85.71956,38.27896
5615,57,15,-85.71956,38.277879999999996
5616,57,16,-85.71956,38.2768
5617,57,17,-85.71956,38.27572
5618,57,18,-85.71956,38.27464
5619,57,19,-85.71956,38.27356
5620,57,20,-85.71956,38.27248
5621,57,21,-85.71956,38.2714
5622,57,22,-85.71956,38.27032
5623,57,23,-85.71956,38.269239999999996
5624,57,24,-85.71956,38.26816
5625,57,25,-85.71956,38.26708
5626,57,26,-85.71956,38.266
5627,57,27,-85.71956,38.264920000000004
5628,57,28,-85.71956,38.26384
5629,57,29,-85.71956,38.26276
5630,57,30,-85.71956,38.26168
5631,57,31,-85.71956,38.2606
5632,57,32,-85.71956,38.25952
5633,57,33,-85.71956,38.25844
5634,57,34,-85.71956,38.25736
5635,57,35,-85.71956,38.256280000000004
5636,57,36,-85.71956,38.2552
5637,57,37,-85.71956,38.25412
5638,57,38,-85.71956,38.25304
5639,57,39,-85.71956,38.25196
5640,57,40,-85.71956,38.25088
5641,57,41,-85.71956,38.2498
5642,57,42,-85.71956,38.24872
5643,57,43,-85.71956,38.247640000000004
5644,57,44,-85.71956,38.24656
5645,57,45,-85.71956,38.24548
5646,57,46,-85.71956,38.2444
5647,57,47,-85.71956,38.24332
5648,57,48,-85.71956,38.24224
5649,57,49,-85.71956,38.24116
5650,57,50,-85.71956,38.24008
5651,57,51,-85.71956,38.239000000000004
5652,57,52,-85.71956,38.23792
5653,57,53,-85.71956,38.23684
5654,57,54,-85.71956,38.23576
5655,57,55,-85.71956,38.23468
5656,57,56,-85.71956,38.2336
5657,57,57,-85.71956,38.23252
5658,57,58,-85.71956,38.23144
5659,57,59,-85.71956,38.230360000000005
5660,57,60,-85.71956,38.22928
5661,57,61,-85.71956,38.2282
5662,57,62,-85.71956,38.22712
5663,57,63,-85.71956,38.22604
5664,57,64,-85.71956,38.22496
5665,57,65,-85.71956,38.22388
5666,57,66,-85.71956,38.2228
5667,57,67,-85.71956,38.221720000000005
5668,57,68,-85.71956,38.22064
5669,57,69,-85.71956,38.21956
5670,57,70,-85.71956,38.21848
5671,57,71,-85.71956,38.2174
5672,57,72,-85.71956,38.21632
5673,57,73,-85.71956,38.21524
5674,57,74,-85.71956,38.21416
5675,57,75,-85.71956,38.213080000000005
5676,57,76,-85.71956,38.212
5677,57,77,-85.71956,38.21092
5678,57,78,-85.71956,38.20984
5679,57,79,-85.71956,38.20876
5680,57,80,-85.71956,38.20768
5681,57,81,-85.71956,38.2066
5682,57,82,-85.71956,38.20552
5683,57,83,-85.71956,38.204440000000005
5684,57,84,-85.71956,38.20336
5685,57,85,-85.71956,38.20228
5686,57,86,-85.71956,38.2012
5687,57,87,-85.71956,38.20012
5688,57,88,-85.71956,38.199040000000004
5689,57,89,-85.71956,38.19796
5690,57,90,-85.71956,38.19688
5691,57,91,-85.71956,38.195800000000006
5692,57,92,-85.71956,38.194720000000004
5693,57,93,-85.71956,38.19364
5694,57,94,-85.71956,38.19256
5695,57,95,-85.71956,38.19148
5696,57,96,-85.71956,38.190400000000004
5697,57,97,-85.71956,38.18932
5698,57,98,-85.71956,38.18824
5699,57,99,-85.71956,38.187160000000006
5700,57,100,-85.71956,38.186080000000004
5701,58,1,-85.71732,38.293
5702,58,2,-85.71732,38.29192
5703,58,3,-85.71732,38.29084
5704,58,4,-85.71732,38.28976
5705,58,5,-85.71732,38.28868
5706,58,6,-85.71732,38.2876
5707,58,7,-85.71732,38.286519999999996
5708,58,8,-85.71732,38.28544
5709,58,9,-85.71732,38.28436
5710,58,10,-85.71732,38.28328
5711,58,11,-85.71732,38.2822
5712,58,12,-85.71732,38.28112
5713,58,13,-85.71732,38.28004
5714,58,14,-85.71732,38.27896
5715,58,15,-85.71732,38.277879999999996
5716,58,16,-85.71732,38.2768
5717,58,17,-85.71732,38.27572
5718,58,18,-85.71732,38.27464
5719,58,19,-85.71732,38.27356
5720,58,20,-85.71732,38.27248
5721,58,21,-85.71732,38.2714
5722,58,22,-85.71732,38.27032
5723,58,23,-85.71732,38.269239999999996
5724,58,24,-85.71732,38.26816
5725,58,25,-85.71732,38.26708
5726,58,26,-85.71732,38.266
5727,58,27,-85.71732,38.264920000000004
5728,58,28,-85.71732,38.26384
5729,58,29,-85.71732,38.26276
5730,58,30,-85.71732,38.26168
5731,58,31,-85.71732,38.2606
5732,58,32,-85.71732,38.25952
5733,58,33,-85.71732,38.25844
5734,58,34,-85.71732,38.25736
5735,58,35,-85.71732,38.256280000000004
5736,58,36,-85.71732,38.2552
5737,58,37,-85.71732,38.25412
5738,58,38,-85.71732,38.25304
5739,58,39,-85.71732,38.25196
5740,58,40,-85.71732,38.25088
5741,58,41,-85.71732,38.2498
5742,58,42,-85.71732,38.24872
5743,58,43,-85.71732,38.247640000000004
5744,58,44,-85.71732,38.24656
5745,58,45,-85.71732,38.24548
5746,58,46,-85.71732,38.2444
5747,58,47,-85.71732,38.24332
5748,58,48,-85.71732,38.24224
5749,58,49,-85.71732,38.24116
5750,58,50,-85.71732,38.24008
5751,58,51,-85.71732,38.239000000000004
5752,58,52,-85.71732,38.23792
5753,58,53,-85.71732,38.23684
5754,58,54,-85.71732,38.23576
5755,58,55,-85.71732,38.23468
5756,58,56,-85.71732,38.2336
5757,58,57,-85.71732,38.23252
5758,58,58,-85.71732,38.23144
5759,58,59,-85.71732,38.230360000000005
5760,58,60,-85.71732,38.22928
5761,58,61,-85.71732,38.2282
5762,58,62,-85.71732,38.22712
5763,58,63,-85.71732,38.22604
5764,58,64,-85.71732,38.22496
5765,58,65,-85.71732,38.22388
5766,58,66,-85.71732,38.2228
5767,58,67,-85.71732,38.221720000000005
5768,58,68,-85.71732,38.22064
5769,58,69,-85.71732,38.21956
5770,58,70,-85.71732,38.21848
5771,58,71,-85.71732,38.2174
5772,58,72,-85.71732,38.21632
5773,58,73,-85.71732,38.21524
5774,58,74,-85.71732,38.21416
5775,58,75,-85.71732,38.213080000000005
5776,58,76,-85.71732,38.212
5777,58,77,-85.71732,38.21092
5778,58,78,-85.71732,38.20984
5779,58,79,-85.71732,38.20876
5780,58,80,-85.71732,38.20768
5781,58,81,-85.71732,38.2066
5782,58,82,-85.71732,38.20552
5783,58,83,-85.71732,38.204440000000005
5784,58,84,-85.71732,38.20336
5785,58,85,-85.71732,38.20228
5786,58,86,-85.71732,38.2012
5787,58,87,-85.71732,38.20012
5788,58,88,-85.71732,38.199040000000004
5789,58,89,-85.71732,38.19796
5790,58,90,-85.71732,38.19688
5791,58,91,-85.71732,38.195800000000006
5792,58,92,-85.71732,38.194720000000004
5793,58,93,-85.71732,38.19364
5794,58,94,-85.71732,38.19256
5795,58,95,-85.71732,38.19148
5796,58,96,-85.71732,38.190400000000004
5797,58,97,-85.71732,38.18932
5798,58,98,-85.71732,38.18824
5799,58,99,-85.71732,38.187160000000006
5800,58,100,-85.71732,38.186080000000004
5801,59,1,-85.71508,38.293
5802,59,2,-85.71508,38.29192
5803,59,3,-85.71508,38.29084
5804,59,4,-85.71508,38.28976
5805,59,5,-85.71508,38.28868
5806,59,6,-85.71508,38.2876
5807,59,7,-85.71508,38.286519999999996
5808,59,8,-85.71508,38.28544
5809,59,9,-85.71508,38.28436
5810,59,10,-85.71508,38.28328
5811,59,11,-85.71508,38.2822
5812,59,12,-85.71508,38.28112
5813,59,13,-85.71508,38.28004
5814,59,14,-85.71508,38.27896
5815,59,15,-85.71508,38.277879999999996
5816,59,16,-85.71508,38.2768
5817,59,17,-85.71508,38.27572
5818,59,18,-85.71508,38.27464
5819,59,19,-85.71508,38.27356
5820,59,20,-85.71508,38.27248
5821,59,21,-85.71508,38.2714
5822,59,22,-85.71508,38.27032
5823,59,23,-85.71508,38.269239999999996
5824,59,24,-85.71508,38.26816
5825,59,25,-85.71508,38.26708
5826,59,26,-85.71508,38.266
5827,59,27,-85.71508,38.264920000000004
5828,59,28,-85.71508,38.26384
5829,59,29,-85.71508,38.26276
5830,59,30,-85.71508,38.26168
5831,59,31,-85.71508,38.2606
5832,59,32,-85.71508,38.25952
5833,59,33,-85.71508,38.25844
5834,59,34,-85.71508,38.25736
5835,59,35,-85.71508,38.256280000000004
5836,59,36,-85.71508,38.2552
5837,59,37,-85.71508,38.25412
5838,59,38,-85.71508,38.25304
5839,59,39,-85.71508,38.25196
5840,59,40,-85.71508,38.25088
5841,59,41,-85.71508,38.2498
5842,59,42,-85.71508,38.24872
5843,59,43,-85.71508,38.247640000000004
5844,59,44,-85.71508,38.24656
5845,59,45,-85.71508,38.24548
5846,59,46,-85.71508,38.2444
5847,59,47,-85.71508,38.24332
5848,59,48,-85.71508,38.24224
5849,59,49,-85.71508,38.24116
5850,59,50,-85.71508,38.24008
5851,59,51,-85.71508,38.239000000000004
5852,59,52,-85.71508,38.23792
5853,59,53,-85.71508,38.23684
5854,59,54,-85.71508,38.23576
5855,59,55,-85.71508,38.23468
5856,59,56,-85.71508,38.2336
5857,59,57,-85.71508,38.23252
5858,59,58,-85.71508,38.23144
5859,59,59,-85.71508,38.230360000000005
5860,59,60,-85.71508,38.22928
5861,59,61,-85.71508,38.2282
5862,59,62,-85.71508,38.22712
5863,59,63,-85.71508,38.22604
5864,59,64,-85.71508,38.22496
5865,59,65,-85.71508,38.22388
5866,59,66,-85.71508,38.2228
5867,59,67,-85.71508,38.221720000000005
5868,59,68,-85.71508,38.22064
5869,59,69,-85.71508,38.21956
5870,59,70,-85.71508,38.21848
5871,59,71,-85.71508,38.2174
5872,59,72,-85.71508,38.21632
5873,59,73,-85.71508,38.21524
5874,59,74,-85.71508,38.21416
5875,59,75,-85.71508,38.213080000000005
5876,59,76,-85.71508,38.212
5877,59,77,-85.71508,38.21092
5878,59,78,-85.71508,38.20984
5879,59,79,-85.71508,38.20876
5880,59,80,-85.71508,38.20768
5881,59,81,-85.71508,38.2066
5882,59,82,-85.71508,38.20552
5883,59,83,-85.71508,38.204440000000005
5884,59,84,-85.71508,38.20336
5885,59,85,-85.71508,38.20228
5886,59,86,-85.71508,38.2012
5887,59,87,-85.71508,38.20012
5888,59,88,-85.71508,38.199040000000004
5889,59,89,-85.71508,38.19796
5890,59,90,-85.71508,38.19688
5891,59,91,-85.71508,38.195800000000006
5892,59,92,-85.71508,38.194720000000004
5893,59,93,-85.71508,38.19364
5894,59,94,-85.71508,38.19256
5895,59,95,-85.71508,38.19148
5896,59,96,-85.71508,38.190400000000004
5897,59,97,-85.71508,38.18932
5898,59,98,-85.71508,38.18824
5899,59,99,-85.71508,38.187160000000006
5900,59,100,-85.71508,38.186080000000004
5901,60,1,-85.71284,38.293
5902,60,2,-85.71284,38.29192
5903,60,3,-85.71284,38.29084
5904,60,4,-85.71284,38.28976
5905,60,5,-85.71284,38.28868
5906,60,6,-85.71284,38.2876
5907,60,7,-85.71284,38.286519999999996
5908,60,8,-85.71284,38.28544
5909,60,9,-85.71284,38.28436
5910,60,10,-85.71284,38.28328
5911,60,11,-85.71284,38.2822
5912,60,12,-85.71284,38.28112
5913,60,13,-85.71284,38.28004
5914,60,14,-85.71284,38.27896
5915,60,15,-85.71284,38.277879999999996
5916,60,16,-85.71284,38.2768
5917,60,17,-85.71284,38.27572
5918,60,18,-85.71284,38.27464
5919,60,19,-85.71284,38.27356
5920,60,20,-85.71284,38.27248
5921,60,21,-85.71284,38.2714
5922,60,22,-85.71284,38.27032
5923,60,23,-85.71284,38.269239999999996
5924,60,24,-85.71284,38.26816
5925,60,25,-85.71284,38.26708
5926,60,26,-85.71284,38.266
5927,60,27,-85.71284,38.264920000000004
5928,60,28,-85.71284,38.26384
5929,60,29,-85.71284,38.26276
5930,60,30,-85.71284,38.26168
5931,60,31,-85.71284,38.2606
5932,60,32,-85.71284,38.25952
5933,60,33,-85.71284,38.25844
5934,60,34,-85.71284,38.25736
5935,60,35,-85.71284,38.256280000000004
5936,60,36,-85.71284,38.2552
5937,60,37,-85.71284,38.25412
5938,60,38,-85.71284,38.25304
5939,60,39,-85.71284,38.25196
5940,60,40,-85.71284,38.25088
5941,60,41,-85.71284,38.2498
5942,60,42,-85.71284,38.24872
5943,60,43,-85.71284,38.247640000000004
5944,60,44,-85.71284,38.24656
5945,60,45,-85.71284,38.24548
5946,60,46,-85.71284,38.2444
5947,60,47,-85.71284,38.24332
5948,60,48,-85.71284,38.24224
5949,60,49,-85.71284,38.24116
5950,60,50,-85.71284,38.24008
5951,60,51,-85.71284,38.239000000000004
5952,60,52,-85.71284,38.23792
5953,60,53,-85.71284,38.23684
5954,60,54,-85.71284,38.23576
5955,60,55,-85.71284,38.23468
5956,60,56,-85.71284,38.2336
5957,60,57,-85.71284,38.23252
5958,60,58,-85.71284,38.23144
5959,60,59,-85.71284,38.230360000000005
5960,60,60,-85.71284,38.22928
5961,60,61,-85.71284,38.2282
5962,60,62,-85.71284,38.22712
5963,60,63,-85.71284,38.22604
5964,60,64,-85.71284,38.22496
5965,60,65,-85.71284,38.22388
5966,60,66,-85.71284,38.2228
5967,60,67,-85.71284,38.221720000000005
5968,60,68,-85.71284,38.22064
5969,60,69,-85.71284,38.21956
5970,60,70,-85.71284,38.21848
5971,60,71,-85.71284,38.2174
5972,60,72,-85.71284,38.21632
5973,60,73,-85.71284,38.21524
5974,60,74,-85.71284,38.21416
5975,60,75,-85.71284,38.213080000000005
5976,60,76,-85.71284,38.212
5977,60,77,-85.71284,38.21092
5978,60,78,-85.71284,38.20984
5979,60,79,-85.71284,38.20876
5980,60,80,-85.71284,38.20768
5981,60,81,-85.71284,38.2066
5982,60,82,-85.71284,38.20552
5983,60,83,-85.71284,38.204440000000005
5984,60,84,-85.71284,38.20336
5985,60,85,-85.71284,38.20228
5986,60,86,-85.71284,38.2012
5987,60,87,-85.71284,38.20012
5988,60,88,-85.71284,38.199040000000004
5989,60,89,-85.71284,38.19796
5990,60,90,-85.71284,38.19688
5991,60,91,-85.71284,38.195800000000006
5992,60,92,-85.71284,38.194720000000004
5993,60,93,-85.71284,38.19364
5994,60,94,-85.71284,38.19256
5995,60,95,-85.71284,38.19148
5996,60,96,-85.71284,38.190400000000004
5997,60,97,-85.71284,38.18932
5998,60,98,-85.71284,38.18824
5999,60,99,-85.71284,38.187160000000006
6000,60,100,-85.71284,38.186080000000004
6001,61,1,-85.7106,38.293
6002,61,2,-85.7106,38.29192
6003,61,3,-85.7106,38.29084
6004,61,4,-85.7106,38.28976
6005,61,5,-85.7106,38.28868
6006,61,6,-85.7106,38.2876
6007,61,7,-85.7106,38.286519999999996
6008,61,8,-85.7106,38.28544
6009,61,9,-85.7106,38.28436
6010,61,10,-85.7106,38.28328
6011,61,11,-85.7106,38.2822
6012,61,12,-85.7106,38.28112
6013,61,13,-85.7106,38.28004
6014,61,14,-85.7106,38.27896
6015,61,15,-85.7106,38.277879999999996
6016,61,16,-85.7106,38.2768
6017,61,17,-85.7106,38.27572
6018,61,18,-85.7106,38.27464
6019,61,19,-85.7106,38.27356
6020,61,20,-85.7106,38.27248
6021,61,21,-85.7106,38.2714
6022,61,22,-85.7106,38.27032
6023,61,23,-85.7106,38.269239999999996
6024,61,24,-85.7106,38.26816
6025,61,25,-85.7106,38.26708
6026,61,26,-85.7106,38.266
6027,61,27,-85.7106,38.264920000000004
6028,61,28,-85.7106,38.26384
6029,61,29,-85.7106,38.26276
6030,61,30,-85.7106,38.26168
6031,61,31,-85.7106,38.2606
6032,61,32,-85.7106,38.25952
6033,61,33,-85.7106,38.25844
6034,61,34,-85.7106,38.25736
6035,61,35,-85.7106,38.256280000000004
6036,61,36,-85.7106,38.2552
6037,61,37,-85.7106,38.25412
6038,61,38,-85.7106,38.25304
6039,61,39,-85.7106,38.25196
6040,61,40,-85.7106,38.25088
6041,61,41,-85.7106,38.2498
6042,61,42,-85.7106,38.24872
6043,61,43,-85.7106,38.247640000000004
6044,61,44,-85.7106,38.24656
6045,61,45,-85.7106,38.24548
6046,61,46,-85.7106,38.2444
6047,61,47,-85.7106,38.24332
6048,61,48,-85.7106,38.24224
6049,61,49,-85.7106,38.24116
6050,61,50,-85.7106,38.24008
6051,61,51,-85.7106,38.239000000000004
6052,61,52,-85.7106,38.23792
6053,61,53,-85.7106,38.23684
6054,61,54,-85.7106,38.23576
6055,61,55,-85.7106,38.23468
6056,61,56,-85.7106,38.2336
6057,61,57,-85.7106,38.23252
6058,61,58,-85.7106,38.23144
6059,61,59,-85.7106,38.230360000000005
6060,61,60,-85.7106,38.22928
6061,61,61,-85.7106,38.2282
6062,61,62,-85.7106,38.22712
6063,61,63,-85.7106,38.22604
6064,61,64,-85.7106,38.22496
6065,61,65,-85.7106,38.22388
6066,61,66,-85.7106,38.2228
6067,61,67,-85.7106,38.221720000000005
6068,61,68,-85.7106,38.22064
6069,61,69,-85.7106,38.21956
6070,61,70,-85.7106,38.21848
6071,61,71,-85.7106,38.2174
6072,61,72,-85.7106,38.21632
6073,61,73,-85.7106,38.21524
6074,61,74,-85.7106,38.21416
6075,61,75,-85.7106,38.213080000000005
6076,61,76,-85.7106,38.212
6077,61,77,-85.7106,38.21092
6078,61,78,-85.7106,38.20984
6079,61,79,-85.7106,38.20876
6080,61,80,-85.7106,38.20768
6081,61,81,-85.7106,38.2066
6082,61,82,-85.7106,38.20552
6083,61,83,-85.7106,38.204440000000005
6084,61,84,-85.7106,38.20336
6085,61,85,-85.7106,38.20228
6086,61,86,-85.7106,38.2012
6087,61,87,-85.7106,38.20012
6088,61,88,-85.7106,38.199040000000004
6089,61,89,-85.7106,38.19796
6090,61,90,-85.7106,38.19688
6091,61,91,-85.7106,38.195800000000006
6092,61,92,-85.7106,38.194720000000004
6093,61,93,-85.7106,38.19364
6094,61,94,-85.7106,38.19256
6095,61,95,-85.7106,38.19148
6096,61,96,-85.7106,38.190400000000004
6097,61,97,-85.7106,38.18932
6098,61,98,-85.7106,38.18824
6099,61,99,-85.7106,38.187160000000006
6100,61,100,-85.7106,38.186080000000004
6101,62,1,-85.70836,38.293
6102,62,2,-85.70836,38.29192
6103,62,3,-85.70836,38.29084
6104,62,4,-85.70836,38.28976
6105,62,5,-85.70836,38.28868
6106,62,6,-85.70836,38.2876
6107,62,7,-85.70836,38.286519999999996
6108,62,8,-85.70836,38.28544
6109,62,9,-85.70836,38.28436
6110,62,10,-85.70836,38.28328
6111,62,11,-85.70836,38.2822
6112,62,12,-85.70836,38.28112
6113,62,13,-85.70836,38.28004
6114,62,14,-85.70836,38.27896
6115,62,15,-85.70836,38.277879999999996
6116,62,16,-85.70836,38.2768
6117,62,17,-85.70836,38.27572
6118,62,18,-85.70836,38.27464
6119,62,19,-85.70836,38.27356
6120,62,20,-85.70836,38.27248
6121,62,21,-85.70836,38.2714
6122,62,22,-85.70836,38.27032
6123,62,23,-85.70836,38.269239999999996
6124,62,24,-85.70836,38.26816
6125,62,25,-85.70836,38.26708
6126,62,26,-85.70836,38.266
6127,62,27,-85.70836,38.264920000000004
6128,62,28,-85.70836,38.26384
6129,62,29,-85.70836,38.26276
6130,62,30,-85.70836,38.26168
6131,62,31,-85.70836,38.2606
6132,62,32,-85.70836,38.25952
6133,62,33,-85.70836,38.25844
6134,62,34,-85.70836,38.25736
6135,62,35,-85.70836,38.256280000000004
